question,generated_answer,ground_truth_answer,num_retrieved,recall@1,precision@1,recall@3,precision@3,recall@5,precision@5,recall@10,precision@10,mrr,rouge_l,exact_match,semantic_similarity,citation_precision,citation_recall,citation_f1,has_refusal,question_type,doc_name,answerable
"Based on the information provided primarily in the statement of financial position and the statement of income, what is AES's FY2022 return on assets (ROA)? ROA is defined as: FY2022 net income / (average total assets between FY2021 and FY2022). Round your answer to two decimal places.",Not enough information in the provided context.,-0.02,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0545137226581573,0.0,0.0,0.0,False,metrics-generated,AES_2022_10K,True
What is Amazon's FY2017 days payable outstanding (DPO)? DPO is defined as: 365 * (average accounts payable between FY2016 and FY2017) / (FY2017 COGS + change in inventory between FY2016 and FY2017). Round your answer to two decimal places. Address the question by using the line items and information shown within the balance sheet and the P&L statement.,Not enough information in the provided context.,93.86,5,0.0,0.0,0.0,0.0,0.5,0.4,0.5,0.4,0.125,0.0,0.0,0.1285625994205474,0.0,0.0,0.0,False,metrics-generated,AMAZON_2017_10K,True
What is Amazon's year-over-year change in revenue from FY2016 to FY2017 (in units of percents and round to one decimal place)? Calculate what was asked by utilizing the line items clearly shown in the statement of income.,"Amazon's revenue increased by 31.5% from FY2016 to FY2017 [AMAZON_2020_10K_c60].

Calculation:
FY2016 Net Sales: $232,887 million
FY2017 Net Sales: $304,040 million (derived from summing quarterly sales in [AMAZON_2017_10K_c119]: 29,128 + 30,404 + 32,714 + 43,741 = 135,987? Wait, let's re-examine the quarterly table. The table in [AMAZON_2017_10K_c119] shows ""Year Ended December 31"" columns but the headers are confusingly placed. Let's look at the Annual Statement of Income for FY2016 and FY2017 directly from the annual reports provided.

From [AMAZON_2020_10K_c60] (which contains the table spanning 2018-",30.8%,5,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8,1.0,0.0186915887850467,0.0,0.2148659527301788,1.0,0.4,0.5714285714285715,False,metrics-generated,AMAZON_2017_10K,True
"By drawing conclusions from the information stated only in the income statement, what is Amazon's FY2019 net income attributable to shareholders (in USD millions)?","$33,364 million [AMAZON_2021_10K_c57]",$11588.00,5,1.0,1.0,1.0,0.6666666666666666,1.0,0.6,1.0,0.6,1.0,0.0,0.0,0.4211572408676147,1.0,0.0,0.0,False,metrics-generated,AMAZON_2019_10K,True
What is Amcor's year end FY2020 net AR (in USD millions)? Address the question by adopting the perspective of a financial analyst who can only use the details shown within the balance sheet.,Not enough information in the provided context.,$1616.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0737033635377883,0.0,0.0,0.0,False,metrics-generated,AMCOR_2020_10K,True
What was the key agenda of the AMCOR's 8k filing dated 1st July 2022?,Not enough information in the provided context.,"Amcor Finance (USA), Inc. and Amcor Flexibles North America, Inc., entered into supplemental indentures relating to Guaranteed Senior Notes due 2026 and 2028. This involved the substitution of the Substitute Issuer (Amcor Flexibles North America) for the Former Issuer (Amcor Finance) and the assumption of covenants under the indentures. (In essence a novation agreement)",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327868852459016,0.0,0.0650467872619628,0.0,0.2,0.0,False,novel-generated,AMCOR_2022_8K_dated-2022-07-01,True
"Has AMCOR's quick ratio improved or declined between FY2023 and FY2022? If the quick ratio is not something that a financial analyst would ask about a company like this, then state that and explain why.","Not enough information in the provided context. The excerpts do not contain AMCOR's quick ratio for FY2023 or FY2022, nor do they provide a definition of the quick ratio sufficient to determine if it is relevant for this company.",The quick ratio has slightly improved from 0.67 times to 0.69 times between FY 2023 and FY 2022.(3.4% jump),5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126984126984127,0.0,0.6231256127357483,0.0,0.0,0.0,False,domain-relevant,AMCOR_2023_10K,True
"What are major acquisitions that AMCOR has done in FY2023, FY2022 and FY2021?","Based on the provided excerpts, Amcor completed three bolt-on acquisitions during fiscal 2023. There is no information in the text regarding specific major acquisitions for fiscal years 2022 or 2021.

*   **Fiscal Year 2023:** Completed three bolt-on acquisitions (total value not specified). [AMCOR_2023Q4_EARNINGS_c1]
    *   Acquired a medical device packaging company based in Shanghai, China (annual sales approx. $50 million), expected to close by the end of Q3 FY2023. [AMCOR_2023Q2_10Q_c32]

*   **Fiscal Year 2022:** No specific major acquisitions mentioned in the provided text.
    *   Note: The text mentions a ""negative impact of acquisitions"" for the six months ended December 31, 2022, but does not name them or provide details on new acquisitions completed in FY2022. [AMCOR_2023Q2_10Q_c42]

*   **Fiscal Year 2021:** No specific major acquisitions mentioned","Amcor completed these acquisitions during FY2023:
-100% equity interest of a flexibles manufacturing company in the Czech Republic
- 100% equity interest in a medical device packaging manufacturing site in
Shanghai, China.
-acquisition of a New Zealand-based leading manufacturer of state-of-the-art, automated protein
packaging machines.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1910112359550561,0.0,0.5588302612304688,1.0,1.0,1.0,False,domain-relevant,AMCOR_2023_10K,True
What industry does AMCOR primarily operate in?,"AMCOR primarily operates in the packaging industry, specifically developing and producing responsible packaging for food, beverage, pharmaceutical, medical, home and personal-care, and other consumer goods end markets [AMCOR_2023Q4_EARNINGS_c9][AMCOR_2022_10K_c79].",Amcor is a global leader in packaging production for various use cases.,5,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.4,0.25,0.1666666666666666,0.0,0.828416645526886,1.0,0.4,0.5714285714285715,False,domain-relevant,AMCOR_2023_10K,True
"Does AMCOR have an improving gross margin profile as of FY2023? If gross margin is not a useful metric for a company like this, then state that and explain why.","Based on the provided excerpts, there is insufficient information to determine if AMCOR has an improving gross margin profile as of FY2023.

The available data for AMCOR's fiscal 2023 includes Net Sales ($14,694 million), GAAP Net Income ($1,048 million), Adjusted EBIT ($1,608 million), and various EPS figures [AMCOR_2023Q4_EARNINGS_c0][AMCOR_2023Q4_EARNINGS_c1]. However, the excerpts do not explicitly state the Gross Profit or Gross Margin percentage for fiscal 2023. While the text mentions ""gross profit margin improvement"" as a driver of net income growth in fiscal 2021 [AMCOR_2021_10K_c44], it does not provide comparative gross margin data between FY2021 and FY2023 to assess an improving trend for the requested period.",No. For AMCOR there has been a slight decline in gross margins by 0.8%.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0895522388059701,0.0,0.6627830862998962,1.0,0.6,0.7499999999999999,False,domain-relevant,AMCOR_2023_10K,True
What is the nature & purpose of AMCOR's restructuring liability as oF Q2 of FY2023 close?,Not enough information in the provided context.,87% of the total restructuring liability is related Employee liabilities.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.0,0.1943833082914352,0.0,0.0,0.0,False,novel-generated,AMCOR_2023Q2_10Q,True
What Was AMCOR's Adjusted Non GAAP EBITDA for FY 2023,Not enough information in the provided context.,"AMCOR's Adj. EBITDA was $2,018mn in FY 2023",5,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.3333333333333333,0.1176470588235294,0.0,0.1660251468420028,0.0,0.0,0.0,False,novel-generated,AMCOR_2023Q4_EARNINGS,True
"How much was the Real change in Sales for AMCOR in FY 2023 vs FY 2022, if we exclude the impact of FX movement, passthrough costs and one-off items?","The remaining variation in net sales for fiscal year 2023, after excluding the pass-through of higher raw material costs ($516 million), negative currency impacts ($404 million), and the negative impact of disposed and ceased operations ($207 million), was an increase of $98 million or 1%. [AMCOR_2023_10K_c48]",The Real Growth was flat in FY 2023 vs FY 2022.,5,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.5,0.0983606557377049,0.0,0.3686846196651459,1.0,0.6,0.7499999999999999,False,novel-generated,AMCOR_2023Q4_EARNINGS,True
"Does AMD have a reasonably healthy liquidity profile based on its quick ratio for FY22? If the quick ratio is not relevant to measure liquidity, please state that and explain why.","Not enough information in the provided context. The excerpts do not contain AMD's quick ratio for FY22, nor do they provide the specific balance sheet items (current assets excluding inventory and current liabilities) required to calculate it.","Yes. The quick ratio is 1.57, calculated as (cash and cash equivalents+Short term investments+Accounts receivable, net+receivables from related parties)/ (current liabilities).",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904761904761904,0.0,0.4350871443748474,0.0,0.2,0.0,False,domain-relevant,AMD_2022_10K,True
What are the major products and services that AMD sells as of FY22?,"As of FY22, AMD sells or licenses the following products and services: x86 microprocessors (CPUs), graphics processing units (GPUs), chipsets, data center and professional GPUs, embedded processors, semi-custom System-on-Chip (SoC) products, microprocessor and SoC development services and technology, data processing units (DPUs), Field Programmable Gate Arrays (FPGAs), Adaptive SoC products, discrete GPUs, accelerated processing units (APUs), and intellectual property (IP) portfolio portions. [AMD_2022_10K_c100]","AMD sells server microprocessors (CPUs) and graphics processing units (GPUs), data processing units (DPUs), Field Programmable Gate Arrays (FPGAs), and Adaptive System-on-Chip (SoC) products for data centers; CPUs, accelerated processing units (APUs) that integrate CPUs and GPUs, and chipsets for desktop and notebook personal computers; discrete GPUs, and semi-custom SoC products and development services; and embedded CPUs, GPUs, APUs, FPGAs, and Adaptive SoC products.",5,1.0,1.0,1.0,0.6666666666666666,1.0,0.4,1.0,0.4,1.0,0.3676470588235294,0.0,0.8272270560264587,1.0,0.0,0.0,False,domain-relevant,AMD_2022_10K,True
What drove revenue change as of the FY22 for AMD?,"The increase in AMD's net revenue for FY2022 was driven by a 64% increase in Data Center segment revenue primarily due to higher sales of EPYC™ server processors, a 21% increase in Gaming segment revenue primarily due to higher semi-custom product sales, and a significant increase in Embedded segment revenue from the prior year period driven by the inclusion of Xilinx embedded product sales. This growth was partially offset by a 10% decrease in Client segment revenue primarily due to lower processor shipments driven by a weak PC market and significant inventory correction actions across the PC supply chain [AMD_2022_10K_c76].","In 2022, AMD reported Higher sales of their EPYC server processors, higher semi-custom product sales, and the inclusion of Xilinx embedded product sales",5,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,1.0,0.3255813953488372,0.0,0.7915741801261902,1.0,0.8,0.888888888888889,False,domain-relevant,AMD_2022_10K,True
"What drove operating margin change as of the FY22 for AMD? If operating margin is not a useful metric for a company like this, then please state that and explain why.",Not enough information in the provided context.,The decrease in AMD's operating income was primarily driven by amortization of intangible assets associated with the Xilinx acquisition,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1481481481481481,0.0,0.1186714842915535,0.0,0.0,0.0,False,domain-relevant,AMD_2022_10K,True
"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for AMD in FY22?","For AMD in FY22, operating activities brought in the most cash flow. [AMD_2022_10K_c100]","In 2022, AMD brought in the most cashflow from Operations",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.0,0.7913877964019775,1.0,0.4,0.5714285714285715,False,domain-relevant,AMD_2022_10K,True
"From FY21 to FY22, excluding Embedded, in which AMD reporting segment did sales proportionally increase the most?",Data Center. [AMD_2022_10K_c76],Data Center,5,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.8,1.0,0.5,0.0,0.7282837629318237,1.0,0.0,0.0,False,novel-generated,AMD_2022_10K,True
Did AMD report customer concentration in FY22?,"Yes, AMD reported customer concentration in FY22. In 2022, its three largest customers accounted for approximately 43% of net revenue [AMD_2022_10K_c76].","Yes, one customer accounted for 16% of consolidated net revenue",5,0.0,0.0,1.0,0.6666666666666666,1.0,0.4,1.0,0.4,0.5,0.4117647058823529,0.0,0.5250788927078247,1.0,0.2,0.3333333333333333,False,novel-generated,AMD_2022_10K,True
Which debt securities are registered to trade on a national securities exchange under American Express' name as of 2022?,Common Shares (par value $0.20 per Share) are registered under the trading symbol AXP on the New York Stock Exchange as of 2022 [AMERICANEXPRESS_2022_10K_c0].,There are none,5,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.5,0.064516129032258,0.0,0.0551063418388366,1.0,0.4,0.5714285714285715,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
What are the geographies that American Express primarily operates in as of 2022?,"As of December 31, 2022, American Express primarily operates in the United States (USCS), Commercial Services (CS) globally, International Card Services (ICS) outside the US including the UK, EU, Australia, Japan, Canada, and Mexico, Global Merchant and Network Services (GMNS) worldwide, and Corporate & Other. [AMERICANEXPRESS_2022_10K_c4]","United States, EMEA, APAC, and LACC",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.3657222986221313,1.0,0.4,0.5714285714285715,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
"Does AMEX have an improving operating margin profile as of 2022? If operating margin is not a useful metric for a company like this, then state that and explain why.",Not enough information in the provided context.,Performance is not measured through operating margin,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.220779538154602,0.0,0.0,0.0,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
"What drove gross margin change as of the FY2022 for American Express? If gross margin is not a useful metric for a company like this, then please state that and explain why.","Not enough information in the provided context. The excerpts contain financial data for Apple Inc. and Costco, but no information regarding American Express or its gross margin drivers is present.",Performance is not measured through gross margin,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1621621621621621,0.0,0.3782670497894287,0.0,0.4,0.0,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
How much has the effective tax rate of American Express changed between FY2021 and FY2022?,Not enough information in the provided context.,The effective tax rate for American Express has changed/dropped from 24.6% in FY 2021 to 21.6% in FY 2022.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,-0.0162163730710744,0.0,0.0,0.0,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
What was the largest liability in American Express's Balance Sheet in 2022?,Not enough information in the provided context.,Customer deposits,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1474942862987518,0.0,0.0,0.0,False,novel-generated,AMERICANEXPRESS_2022_10K,True
Was American Express able to retain card members during 2022?,Not enough information in the provided context.,Yes,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495032370090484,0.0,0.0,0.0,False,novel-generated,AMERICANEXPRESS_2022_10K,True
How much (in USD billions) did American Water Works pay out in cash dividends for FY2020? Compute or extract the answer by primarily using the details outlined in the statement of cash flows.,Not enough information in the provided context.,$0.40,5,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.8,1.0,0.0,0.0,0.1048607602715492,0.0,0.0,0.0,False,metrics-generated,AMERICANWATERWORKS_2020_10K,True
"Basing your judgments off of the cash flow statement and the income statement, what is American Water Works's FY2021 unadjusted operating income + depreciation and amortization from the cash flow statement (unadjusted EBITDA) in USD millions?","Unadjusted operating income (Net income) for FY2021 is $1,263 million. Depreciation and amortization for FY2021 is $636 million. The sum is $1,899 million [AMERICANWATERWORKS_2021_10K_c164].",$1832.00,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.3229261636734009,1.0,0.4,0.5714285714285715,False,metrics-generated,AMERICANWATERWORKS_2021_10K,True
"Does American Water Works have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.","Not enough information in the provided context.

The provided excerpts contain financial data for fiscal years 2014, 2015, and 2016 (specifically from 2015 and 2017 10-Ks referencing prior years), but they do not include any financial statements or data specifically for Fiscal Year 2022. Consequently, it is impossible to calculate working capital or determine if it is positive based on FY2022 data using only the provided text.","No, American Water Works had negative working capital of -$1561M in FY 2022.",5,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.3333333333333333,0.0493827160493827,0.0,0.4707150459289551,0.0,0.4,0.0,False,domain-relevant,AMERICANWATERWORKS_2022_10K,True
"In agreement with the information outlined in the income statement, what is the FY2015 - FY2017 3 year average net profit margin (as a %) for Best Buy? Answer in units of percents and round to one decimal place.","To calculate the 3-year average net profit margin for FY2015, FY2016, and FY2017:

1.  **FY2015**:
    *   Net earnings attributable to shareholders: $81 million (loss) [BESTBUY_2015_10K_c158]
    *   Total revenue (implied from Gross Profit / Gross Margin or Operating Income context): The excerpt shows Gross profit of $9,399 million and Operating income of $1,144 million. However, the most direct figure for Net Earnings is $81 million loss. To find Revenue, we look at the ""Net earnings (loss) attributable to Best Buy Co., Inc. shareholders"" line in [BESTBUY_2015_10K_c35] which lists 1,277 as the total for five years? No, let's re-examine [BESTBUY_2015_10K_c35]. It lists ""Net earnings (loss) attributable to Best Buy Co., Inc. shareholders"" as 1,233, 532, -441, -1,",2.8%,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2242699265480041,1.0,1.0,1.0,False,metrics-generated,BESTBUY_2017_10K,True
What is the year end FY2019 total amount of inventories for Best Buy? Answer in USD millions. Base your judgments on the information provided primarily in the balance sheet.,"$5,174 million [BESTBUY_2015_10K_c98]",$5409.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5001373291015625,1.0,0.2,0.3333333333333333,False,metrics-generated,BESTBUY_2019_10K,True
"Are Best Buy's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.",Not enough information in the provided context.,"Yes, the margins have been consistent, there has been a minor decline of 1.1% in gross margins between FY2022 and FY2023.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.0958820357918739,0.0,0.0,0.0,False,domain-relevant,BESTBUY_2023_10K,True
"What are major acquisitions that Best Buy has done in FY2023, FY2022 and FY2021?","Based on the provided excerpts, there is no information regarding major acquisitions made by Best Buy in fiscal years 2023, 2022, or 2021. The only acquisition mentioned is GreatCall, Inc., which was acquired on October 1, 2018 [BESTBUY_2019_10K_c91].

Not enough information in the provided context.","Best Buy closed two acquisitions, both these companies were already partially owned by Best Buy, but Best Buy acquired all outstanding shares of these two companies during FY 2022: (1) Current Health Ltd and (2) Two Peaks, LLC d/b/a Yardbird Furniture",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1318681318681318,0.0,0.7545148134231567,1.0,0.6,0.7499999999999999,False,domain-relevant,BESTBUY_2023_10K,True
"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Best Buy in FY2023?",Not enough information in the provided context.,Best Buy generated the most cash flow from operating activities in FY 2023 ($1.8 bn),5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.0,0.0743267834186554,0.0,0.0,0.0,False,domain-relevant,BESTBUY_2023_10K,True
Was there any drop in Cash & Cash equivalents between FY 2023 and Q2 of FY2024?,Not enough information in the provided context.,"Yes, there was a decline of ~42% between FY2023 and Q2 of FY 2024.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1369591057300567,0.0,0.2,0.0,False,novel-generated,BESTBUY_2024Q2_10Q,True
Was there any change in the number of Best Buy stores between Q2 of FY2024 and FY2023?,"Yes. Best Buy opened 5 stores and closed 2 stores in the second quarter of fiscal 2024, while it opened 7 stores and closed 2 stores in the same period of fiscal 2023 [BESTBUY_2024Q2_10Q_c26].","Yes, there is decline in number stores by 1.32% from 982 stores in Q2 FY 2023 to 969 by the end of Q2 FY2024.",5,0.0,0.0,1.0,0.3333333333333333,1.0,0.4,1.0,0.4,0.3333333333333333,0.2258064516129032,0.0,0.5134665966033936,1.0,0.4,0.5714285714285715,False,novel-generated,BESTBUY_2024Q2_10Q,True
Which Best Buy product category performed the best (by top line) in the domestic (USA) Market during Q2 of FY2024?,Computing and Mobile Phones. [BESTBUY_2024Q2_10Q_c26],"The entertainment segment experienced the highest growth of 9% during Q2 FY2024, primarily from gaming division.",5,1.0,1.0,1.0,0.6666666666666666,1.0,0.4,1.0,0.4,1.0,0.0,0.0,0.2744388580322265,1.0,0.0,0.0,False,novel-generated,BESTBUY_2024Q2_10Q,True
"Considering the data in the balance sheet, what is Block's (formerly known as Square) FY2016 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",Not enough information in the provided context.,1.73,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112798102200031,0.0,0.2,0.0,False,metrics-generated,BLOCK_2016_10K,True
What is the FY2019 - FY2020 total revenue growth rate for Block (formerly known as Square)? Answer in units of percents and round to one decimal place. Approach the question asked by assuming the standpoint of an investment banking analyst who only has access to the statement of income.,Not enough information in the provided context.,101.5%,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669569015502929,0.0,0.0,0.0,False,metrics-generated,BLOCK_2020_10K,True
"Using the cash flow statement, answer the following question to the best of your abilities: how much did Block (formerly known as Square) generate in cash flow from operating activities in FY2020? Answer in USD millions.",$173.1 million [BLOCK_2021_10K_c149].,$382.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426609992980957,1.0,0.2,0.3333333333333333,False,metrics-generated,BLOCK_2020_10K,True
"We need to calculate a financial metric by using information only provided within the balance sheet. Please answer the following question: what is Boeing's year end FY2018 net property, plant, and equipment (in USD millions)?","$12,502 million [BOEING_2020_10K_c96].",$12645.00,5,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.6,1.0,0.0,0.0,0.3691514432430267,1.0,0.0,0.0,False,metrics-generated,BOEING_2018_10K,True
Are there any product categories / service categories that represent more than 20% of Boeing's revenue for FY2022?,"Yes. In FY2022, the BCA segment represented 39% of total company revenues [BOEING_2022_10K_c43].","Yes. Boeing has product and service categories that represent more than 20% of Boeing's revenue for FY2022. These categories are Commercial Airplanes which comprises 39% of total revenue, Defence which comprises 35% of total revenue and Services which comprises 26% of total revenue.",5,0.0,0.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.8,0.5,0.1999999999999999,0.0,0.7198011875152588,1.0,0.2,0.3333333333333333,False,domain-relevant,BOEING_2022_10K,True
