question,generated_answer,ground_truth_answer,num_retrieved,recall@1,precision@1,recall@3,precision@3,recall@5,precision@5,recall@10,precision@10,mrr,rouge_l,exact_match,semantic_similarity,citation_precision,citation_recall,citation_f1,has_refusal,question_type,doc_name,answerable
Roughly how many times has AES Corporation sold its inventory in FY2022? Calculate inventory turnover ratio for the FY2022; if conventional inventory management is not meaningful for the company then state that and explain why.,"Not enough information in the provided context.

The excerpts do not contain data on inventory levels (beginning or ending) or cost of goods sold for FY2022, which are required to calculate an inventory turnover ratio. Additionally, AES Corporation's business model is primarily regulated utilities and non-regulated energy generation; it does not appear to hold significant finished goods inventory in the traditional sense where conventional inventory management metrics apply.",AES has converted inventory 9.5 times in FY 2022.,5,0.5,1.0,0.5,0.3333333333333333,0.5,0.4,0.5,0.4,0.5,0.075,0.0,0.5770641565322876,0.0,0.4,0.0,True,domain-relevant,AES_2022_10K,True
"Based on the information provided primarily in the statement of financial position and the statement of income, what is AES's FY2022 return on assets (ROA)? ROA is defined as: FY2022 net income / (average total assets between FY2021 and FY2022). Round your answer to two decimal places.",Not enough information in the provided context.,-0.02,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0545137226581573,0.0,0.0,0.0,True,metrics-generated,AES_2022_10K,True
What is Amazon's FY2017 days payable outstanding (DPO)? DPO is defined as: 365 * (average accounts payable between FY2016 and FY2017) / (FY2017 COGS + change in inventory between FY2016 and FY2017). Round your answer to two decimal places. Address the question by using the line items and information shown within the balance sheet and the P&L statement.,Not enough information in the provided context.,93.86,5,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.3333333333333333,0.0,0.0,0.1285625994205474,0.0,0.0,0.0,True,metrics-generated,AMAZON_2017_10K,True
What is Amazon's year-over-year change in revenue from FY2016 to FY2017 (in units of percents and round to one decimal place)? Calculate what was asked by utilizing the line items clearly shown in the statement of income.,31.0% [AMAZON_2019_10K_c60],30.8%,5,0.0,0.0,1.0,0.3333333333333333,1.0,0.6,1.0,0.6,0.5,0.0,0.0,0.738195538520813,1.0,0.0,0.0,False,metrics-generated,AMAZON_2017_10K,True
"By drawing conclusions from the information stated only in the income statement, what is Amazon's FY2019 net income attributable to shareholders (in USD millions)?","Amazon's FY2019 net income attributable to shareholders was $11,588 million.
[AMAZON_2019_10K_c60]",$11588.00,5,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.8,1.0,0.0,0.0,0.3254874944686889,1.0,0.0,0.0,False,metrics-generated,AMAZON_2019_10K,True
What is Amcor's year end FY2020 net AR (in USD millions)? Address the question by adopting the perspective of a financial analyst who can only use the details shown within the balance sheet.,"Based on the provided excerpts, Amcor's year-end FY2020 net accounts receivable (Trade receivables, net) was $1,616 million.

[AMCOR_2021_10K_c75]",$1616.00,5,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.2,0.2,0.0,0.0,0.3421575427055359,1.0,0.2,0.3333333333333333,False,metrics-generated,AMCOR_2020_10K,True
What was the key agenda of the AMCOR's 8k filing dated 1st July 2022?,"The key agenda of the AMCOR's 8-K filing dated July 1, 2022, was to report ""Other Events,"" specifically noting that on June 30, 2022, Amcor Finance [AMCOR_2022_8K_dated-2022-07-01_c0].","Amcor Finance (USA), Inc. and Amcor Flexibles North America, Inc., entered into supplemental indentures relating to Guaranteed Senior Notes due 2026 and 2028. This involved the substitution of the Substitute Issuer (Amcor Flexibles North America) for the Former Issuer (Amcor Finance) and the assumption of covenants under the indentures. (In essence a novation agreement)",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0,0.5138371586799622,1.0,0.4,0.5714285714285715,False,novel-generated,AMCOR_2022_8K_dated-2022-07-01,True
"Has AMCOR's quick ratio improved or declined between FY2023 and FY2022? If the quick ratio is not something that a financial analyst would ask about a company like this, then state that and explain why.","Not enough information in the provided context. The excerpts contain data on net sales, cost of sales, operating income, and cash flow guidance, but they do not provide the specific line items (such as current assets excluding inventory or current liabilities) required to calculate the quick ratio for fiscal years 2023 or 2022. Additionally, while Amcor is a packaging company, the provided text does not explicitly state that the quick ratio is irrelevant for this industry; therefore, an explanation based on industry norms cannot be derived solely from the excerpts.",The quick ratio has slightly improved from 0.67 times to 0.69 times between FY 2023 and FY 2022.(3.4% jump),5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0884955752212389,0.0,0.4833977520465851,0.0,0.4,0.0,True,domain-relevant,AMCOR_2023_10K,True
"What are major acquisitions that AMCOR has done in FY2023, FY2022 and FY2021?",Not enough information in the provided context.,"Amcor completed these acquisitions during FY2023:
-100% equity interest of a flexibles manufacturing company in the Czech Republic
- 100% equity interest in a medical device packaging manufacturing site in
Shanghai, China.
-acquisition of a New Zealand-based leading manufacturer of state-of-the-art, automated protein
packaging machines.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0727272727272727,0.0,0.1443491280078888,0.0,0.0,0.0,True,domain-relevant,AMCOR_2023_10K,True
What industry does AMCOR primarily operate in?,"AMCOR primarily operates in the packaging industry, specifically developing and producing responsible packaging for food, beverage, pharmaceutical, medical, home and personal-care, and other consumer goods end markets. [AMCOR_2023_10K_c79]",Amcor is a global leader in packaging production for various use cases.,5,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.6,1.0,0.1818181818181818,0.0,0.8557360172271729,1.0,0.2,0.3333333333333333,False,domain-relevant,AMCOR_2023_10K,True
"Does AMCOR have an improving gross margin profile as of FY2023? If gross margin is not a useful metric for a company like this, then state that and explain why.","Yes, AMCOR has an improving gross margin profile as of FY2023. The gross profit margin increased from 19.4% in fiscal year 2022 to 18.5% in fiscal year 2023 based on the provided excerpts [AMCOR_2023_10K_c43]. However, the excerpt also notes that gross profit decreased in absolute terms ($2,820 million in FY2022 vs $2,725 million in FY2023) due to higher cost of sales relative to net sales [AMCOR_2023_10K_c43].",No. For AMCOR there has been a slight decline in gross margins by 0.8%.,5,0.0,0.0,1.0,0.6666666666666666,1.0,0.6,1.0,0.6,0.5,0.0879120879120879,0.0,0.7595301866531372,1.0,0.4,0.5714285714285715,False,domain-relevant,AMCOR_2023_10K,True
What is the nature & purpose of AMCOR's restructuring liability as oF Q2 of FY2023 close?,Not enough information in the provided context.,87% of the total restructuring liability is related Employee liabilities.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.0,0.1943833082914352,0.0,0.0,0.0,True,novel-generated,AMCOR_2023Q2_10Q,True
What Was AMCOR's Adjusted Non GAAP EBITDA for FY 2023,"AMCOR's Adjusted Non-GAAP EBITDA for FY 2023 was $2,018 million. [AMCOR_2023Q4_EARNINGS_c1]","AMCOR's Adj. EBITDA was $2,018mn in FY 2023",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3703703703703703,0.0,0.8306427597999573,1.0,0.2,0.3333333333333333,False,novel-generated,AMCOR_2023Q4_EARNINGS,True
"How much was the Real change in Sales for AMCOR in FY 2023 vs FY 2022, if we exclude the impact of FX movement, passthrough costs and one-off items?","For the Flexibles Segment, excluding negative currency impacts of $404 million and the negative impact of disposed and ceased operations of $207 million, the remaining variation in net sales for fiscal year 2023 was an increase of $98 million. [AMCOR_2023_10K_c48]",The Real Growth was flat in FY 2023 vs FY 2022.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111111,0.0,0.3537390828132629,1.0,0.6,0.7499999999999999,False,novel-generated,AMCOR_2023Q4_EARNINGS,True
"Answer the following question as if you are an equity research analyst and have lost internet connection so you do not have access to financial metric providers. According to the details clearly outlined within the P&L statement and the statement of cash flows, what is the FY2015 depreciation and amortization (D&A from cash flow statement) % margin for AMD?",Not enough information in the provided context.,4.2%,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171066328883171,0.0,0.2,0.0,True,metrics-generated,AMD_2015_10K,False
"Does AMD have a reasonably healthy liquidity profile based on its quick ratio for FY22? If the quick ratio is not relevant to measure liquidity, please state that and explain why.","Not enough information in the provided context. The excerpts do not contain AMD's balance sheet data (specifically current assets and current liabilities) required to calculate the quick ratio for FY22, nor do they explicitly state a quick ratio figure or an assessment of liquidity health based on that metric.","Yes. The quick ratio is 1.57, calculated as (cash and cash equivalents+Short term investments+Accounts receivable, net+receivables from related parties)/ (current liabilities).",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1066666666666666,0.0,0.4615150690078735,0.0,0.2,0.0,True,domain-relevant,AMD_2022_10K,True
What are the major products and services that AMD sells as of FY22?,"As of FY22, AMD sells x86 microprocessors (CPUs), graphics processing units (GPUs), data center and professional GPUs, embedded processors, semi-custom System-on-Chip (SoC) products, microprocessor and SoC development services, Field Programmable Gate Arrays (FPGAs), Adaptive SoC products, chipsets, discrete GPUs, accelerated processing units (APUs), low-power versions of AMD Athlon, AMD Ryzen, AMD Ryzen PRO, Ryzen Threadripper, Ryzen Threadripper PRO, AMD Athlon, AMD Athlon PRO, AMD PRO A-Series, AMD Radeon graphics, AMD Embedded Radeon graphics, AMD Radeon PRO graphics, Radeon Instinct, Radeon PRO V-series, AMD Instinct accelerators for servers, and AMD EPYC processors. [AMD_2022_10K_c4]","AMD sells server microprocessors (CPUs) and graphics processing units (GPUs), data processing units (DPUs), Field Programmable Gate Arrays (FPGAs), and Adaptive System-on-Chip (SoC) products for data centers; CPUs, accelerated processing units (APUs) that integrate CPUs and GPUs, and chipsets for desktop and notebook personal computers; discrete GPUs, and semi-custom SoC products and development services; and embedded CPUs, GPUs, APUs, FPGAs, and Adaptive SoC products.",5,1.0,1.0,1.0,0.6666666666666666,1.0,0.4,1.0,0.4,1.0,0.2738095238095238,0.0,0.7970895767211914,1.0,0.4,0.5714285714285715,False,domain-relevant,AMD_2022_10K,True
What drove revenue change as of the FY22 for AMD?,Not enough information in the provided context.,"In 2022, AMD reported Higher sales of their EPYC server processors, higher semi-custom product sales, and the inclusion of Xilinx embedded product sales",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1290322580645161,0.0,0.031866505742073,0.0,0.0,0.0,True,domain-relevant,AMD_2022_10K,True
"What drove operating margin change as of the FY22 for AMD? If operating margin is not a useful metric for a company like this, then please state that and explain why.",Not enough information in the provided context.,The decrease in AMD's operating income was primarily driven by amortization of intangible assets associated with the Xilinx acquisition,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1481481481481481,0.0,0.1186714842915535,0.0,0.4,0.0,True,domain-relevant,AMD_2022_10K,True
"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for AMD in FY22?","Operating activities brought in the most cash flow for AMD in FY22 at $3,565 million. [AMD_2022_10K_c99]","In 2022, AMD brought in the most cashflow from Operations",5,0.0,0.0,1.0,0.6666666666666666,1.0,0.4,1.0,0.4,0.5,0.2666666666666666,0.0,0.7670326828956604,1.0,0.6,0.7499999999999999,False,domain-relevant,AMD_2022_10K,True
"From FY21 to FY22, excluding Embedded, in which AMD reporting segment did sales proportionally increase the most?","The Client segment saw the largest proportional increase in sales from FY21 to FY22, excluding the Embedded segment.

*   **Client Segment:** Increased from $6,887 million (FY21) to $6,201 million (FY22), a decrease of approximately 9.5%.
*   **Data Center Segment:** Increased from $3,694 million (FY21) to $6,043 million (FY22), an increase of approximately 63.6%.
*   **Gaming Segment:** Increased from $5,607 million (FY21) to $6,805 million (FY22), an increase of approximately 21.4%.

[AMD_2022_10K_c114]",Data Center,5,0.0,0.0,1.0,0.3333333333333333,1.0,0.4,1.0,0.4,0.5,0.048780487804878,0.0,0.2793827652931213,1.0,0.4,0.5714285714285715,False,novel-generated,AMD_2022_10K,True
Did AMD report customer concentration in FY22?,"Yes, AMD reported customer concentration in FY22. According to the excerpts, ""a small number of customers will continue to account for a substantial part of AMD's revenue in the future,"" and this information is referenced as being discussed in the MD&A section regarding factors that could cause actual results to differ from forward-looking statements [AMD_2022_10K_c4].","Yes, one customer accounted for 16% of consolidated net revenue",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1690140845070422,0.0,0.4853601455688476,1.0,0.2,0.3333333333333333,False,novel-generated,AMD_2022_10K,True
Which debt securities are registered to trade on a national securities exchange under American Express' name as of 2022?,Not enough information in the provided context.,There are none,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133090004324913,0.0,0.0,0.0,True,domain-relevant,AMERICANEXPRESS_2022_10K,True
What are the geographies that American Express primarily operates in as of 2022?,"As of 2022, American Express primarily operates in the United States and international markets including the United Kingdom (UK), European Union (EU), Australia, Japan, Canada, Mexico, China, the Middle East, Switzerland, and approximately 103 countries and territories. [AMERICANEXPRESS_2022_10K_c6]","United States, EMEA, APAC, and LACC",5,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,1.0,0.1276595744680851,0.0,0.3906742930412292,1.0,0.2,0.3333333333333333,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
"Does AMEX have an improving operating margin profile as of 2022? If operating margin is not a useful metric for a company like this, then state that and explain why.","Not enough information in the provided context. The excerpts discuss operating expenses, revenues (implied via margin discussions), and capital returns but do not provide specific figures for revenue or net income required to calculate an operating margin, nor do they explicitly state whether the operating margin profile improved in 2022 compared to prior periods.",Performance is not measured through operating margin,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0983606557377049,0.0,0.6401746273040771,0.0,0.6,0.0,True,domain-relevant,AMERICANEXPRESS_2022_10K,True
"What drove gross margin change as of the FY2022 for American Express? If gross margin is not a useful metric for a company like this, then please state that and explain why.","Not enough information in the provided context. The excerpts contain cash flow statements, risk factors, property details, and fair value tables but do not include an income statement or any discussion of gross margin figures or drivers for FY2022.",Performance is not measured through gross margin,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304347826086956,0.0,0.3408536911010742,0.0,0.2,0.0,True,domain-relevant,AMERICANEXPRESS_2022_10K,True
How much has the effective tax rate of American Express changed between FY2021 and FY2022?,"The effective tax rate increased from 24.6% in FY2021 to 21.6% in FY2022, representing a decrease of 3 percentage points [AMERICANEXPRESS_2022_10K_c78].",The effective tax rate for American Express has changed/dropped from 24.6% in FY 2021 to 21.6% in FY 2022.,5,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.5,0.5416666666666667,0.0,0.7636356949806213,1.0,0.4,0.5714285714285715,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
What was the largest liability in American Express's Balance Sheet in 2022?,Not enough information in the provided context.,Customer deposits,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1474942862987518,0.0,0.0,0.0,True,novel-generated,AMERICANEXPRESS_2022_10K,True
Was American Express able to retain card members during 2022?,Not enough information in the provided context.,Yes,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0495032370090484,0.0,0.0,0.0,True,novel-generated,AMERICANEXPRESS_2022_10K,True
How much (in USD billions) did American Water Works pay out in cash dividends for FY2020? Compute or extract the answer by primarily using the details outlined in the statement of cash flows.,"$0.4 billion

[AMERICANWATERWORKS_2019_10K_c183]",$0.40,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.3960309624671936,1.0,0.0,0.0,False,metrics-generated,AMERICANWATERWORKS_2020_10K,True
"Basing your judgments off of the cash flow statement and the income statement, what is American Water Works's FY2021 unadjusted operating income + depreciation and amortization from the cash flow statement (unadjusted EBITDA) in USD millions?","Operating income for FY2021 was $1,196 million and depreciation and amortization from the cash flow statement was $440 million.
[AMERICANWATERWORKS_2022_10K_c158] [AMERICANWATERWORKS_2016_10K_c134]",$1832.00,5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.286621481180191,1.0,0.6,0.7499999999999999,False,metrics-generated,AMERICANWATERWORKS_2021_10K,True
"Does American Water Works have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.","Based on the provided excerpts, American Water Works does not have positive working capital based on FY2022 data.

The Consolidated Balance Sheets (c157) show Total Current Assets of $1,250 million and Total Current Liabilities of $2,811 million for December 31, 2022. Working capital is calculated as Current Assets minus Current Liabilities ($1,250 - $2,811 = -$1,561 million), resulting in a negative working capital position [AMERICANWATERWORKS_2022_10K_c157].

The text further explains that current liabilities may exceed current assets mainly due to debt maturities due within one year and the use of short-term debt as a funding source, which can fluctuate significantly due to seasonality [AMERICANWATERWORKS_2022_10K_c130].","No, American Water Works had negative working capital of -$1561M in FY 2022.",5,0.0,0.0,1.0,0.3333333333333333,1.0,0.4,1.0,0.4,0.3333333333333333,0.1269841269841269,0.0,0.7342617511749268,1.0,0.0,0.0,False,domain-relevant,AMERICANWATERWORKS_2022_10K,True
"In agreement with the information outlined in the income statement, what is the FY2015 - FY2017 3 year average net profit margin (as a %) for Best Buy? Answer in units of percents and round to one decimal place.","The 3-year average net profit margin for Best Buy from FY2015 to FY2017 is 4.6%.

Calculation:
- FY2015 Net Earnings Attributable to Shareholders: $897 million (Revenue: $40,339 million) -> Margin: 2.22% [BESTBUY_2017_10K_c90]
- FY2016 Net Earnings Attributable to Shareholders: $532 million (Revenue: $39,403 million) -> Margin: 1.35% [BESTBUY_2018_10K_c38]
- FY2017 Net Earnings Attributable to Shareholders: $1,228 million (Revenue: $39,528 million) -> Margin: 3.11% [BESTBUY_2018_10K_c38]

Average = (2.22 + 1.35 + 3.11) / 3 = 4.6%.",2.8%,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227272727272727,0.0,0.2916291952133178,1.0,0.6,0.7499999999999999,False,metrics-generated,BESTBUY_2017_10K,True
What is the year end FY2019 total amount of inventories for Best Buy? Answer in USD millions. Base your judgments on the information provided primarily in the balance sheet.,"6,043
[BESTBUY_2024Q2_10Q_c2]",$5409.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1344253718852996,1.0,0.0,0.0,False,metrics-generated,BESTBUY_2019_10K,True
"Are Best Buy's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.","No, Best Buy's gross margins are not historically consistent; they fluctuated by more than 2% in several consecutive years.

*   Fiscal Year Ended Jan 30, 2016: 22.4% [BESTBUY_2015_10K_c35]
*   Fiscal Year Ended Jan 31, 2015: 23.1% [BESTBUY_2015_10K_c35] (Fluctuation: 0.7%)
*   Fiscal Year Ended Feb 1, 2014: 23.6% [BESTBUY_2015_10K_c35] (Fluctuation: 0.5%)
*   Fiscal Year Ended Jan 30, 2017: 24.0% [BESTBUY_2019_10K_c47] (Fluctuation from 2016 to 2017: 1.6%)
*   Fiscal Year Ended Jan 31, 2015: 23.1% [BESTBUY_2015_1","Yes, the margins have been consistent, there has been a minor decline of 1.1% in gross margins between FY2022 and FY2023.",5,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,1.0,0.0701754385964912,0.0,0.6116591691970825,1.0,0.4,0.5714285714285715,False,domain-relevant,BESTBUY_2023_10K,True
"What are major acquisitions that Best Buy has done in FY2023, FY2022 and FY2021?","Based on the provided excerpts, Best Buy acquired Current Health Ltd. and Two Peaks, LLC d/b/a Yardbird Furniture in fiscal 2022. There is no information regarding acquisitions made in fiscal 2023 or fiscal 2021 within the text.

[BESTBUY_2023_10K_c80]
In fiscal 2022, we acquired all of the outstanding shares of Current Health Ltd. (""Current Health"") and Two Peaks, LLC d/b/a Yardbird Furniture (""Yardbird"").","Best Buy closed two acquisitions, both these companies were already partially owned by Best Buy, but Best Buy acquired all outstanding shares of these two companies during FY 2022: (1) Current Health Ltd and (2) Two Peaks, LLC d/b/a Yardbird Furniture",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.8436849117279053,1.0,0.4,0.5714285714285715,False,domain-relevant,BESTBUY_2023_10K,True
"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Best Buy in FY2023?",Not enough information in the provided context.,Best Buy generated the most cash flow from operating activities in FY 2023 ($1.8 bn),5,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.3333333333333333,0.0869565217391304,0.0,0.0743267834186554,0.0,0.0,0.0,True,domain-relevant,BESTBUY_2023_10K,True
