question,generated_answer,ground_truth_answer,num_retrieved,recall@1,precision@1,recall@3,precision@3,recall@5,precision@5,recall@10,precision@10,mrr,rouge_l,exact_match,semantic_similarity,citation_precision,citation_recall,citation_f1,has_refusal,question_type,doc_name,answerable
"Based on the information provided primarily in the statement of financial position and the statement of income, what is AES's FY2022 return on assets (ROA)? ROA is defined as: FY2022 net income / (average total assets between FY2021 and FY2022). Round your answer to two decimal places.",Not enough information in the provided context.,-0.02,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054513681679964,0.0,0.0,0.0,False,metrics-generated,AES_2022_10K,True
What is Amazon's FY2017 days payable outstanding (DPO)? DPO is defined as: 365 * (average accounts payable between FY2016 and FY2017) / (FY2017 COGS + change in inventory between FY2016 and FY2017). Round your answer to two decimal places. Address the question by using the line items and information shown within the balance sheet and the P&L statement.,Not enough information in the provided context.,93.86,5,0.0,0.0,0.5,0.3333333333333333,0.5,0.4,0.5,0.4,0.1666666666666666,0.0,0.0,0.1285624802112579,0.0,0.0,0.0,False,metrics-generated,AMAZON_2017_10K,True
What is Amazon's year-over-year change in revenue from FY2016 to FY2017 (in units of percents and round to one decimal place)? Calculate what was asked by utilizing the line items clearly shown in the statement of income.,"Amazon's revenue for FY2016 was $59,637 million and for FY2017 was $84,046 million. The year-over-year change is 41.0%.

[AMAZON_2017_10K_c109]
Sales | 2016 | 2017
---|---|---
$59,637 | $84,046",30.8%,5,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.5,0.0,0.0,0.2228085994720459,1.0,0.4,0.5714285714285715,False,metrics-generated,AMAZON_2017_10K,True
"By drawing conclusions from the information stated only in the income statement, what is Amazon's FY2019 net income attributable to shareholders (in USD millions)?","Amazon's FY2019 net income attributable to shareholders was $11,588 million.
[AMAZON_2021_10K_c119]",$11588.00,5,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,1.0,0.8,1.0,0.0,0.0,0.329251766204834,1.0,0.4,0.5714285714285715,False,metrics-generated,AMAZON_2019_10K,True
What is Amcor's year end FY2020 net AR (in USD millions)? Address the question by adopting the perspective of a financial analyst who can only use the details shown within the balance sheet.,Not enough information in the provided context.,$1616.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0737032890319824,0.0,0.0,0.0,False,metrics-generated,AMCOR_2020_10K,True
What was the key agenda of the AMCOR's 8k filing dated 1st July 2022?,Not enough information in the provided context.,"Amcor Finance (USA), Inc. and Amcor Flexibles North America, Inc., entered into supplemental indentures relating to Guaranteed Senior Notes due 2026 and 2028. This involved the substitution of the Substitute Issuer (Amcor Flexibles North America) for the Former Issuer (Amcor Finance) and the assumption of covenants under the indentures. (In essence a novation agreement)",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327868852459016,0.0,0.0650468468666076,0.0,0.0,0.0,False,novel-generated,AMCOR_2022_8K_dated-2022-07-01,True
"Has AMCOR's quick ratio improved or declined between FY2023 and FY2022? If the quick ratio is not something that a financial analyst would ask about a company like this, then state that and explain why.","Not enough information in the provided context. The excerpts do not contain financial data for FY2023 or FY2022, nor do they include a quick ratio or any balance sheet items (such as current assets excluding inventory and current liabilities) required to calculate it.",The quick ratio has slightly improved from 0.67 times to 0.69 times between FY 2023 and FY 2022.(3.4% jump),5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1212121212121212,0.0,0.4613980650901794,0.0,0.4,0.0,False,domain-relevant,AMCOR_2023_10K,True
"What are major acquisitions that AMCOR has done in FY2023, FY2022 and FY2021?",Not enough information in the provided context.,"Amcor completed these acquisitions during FY2023:
-100% equity interest of a flexibles manufacturing company in the Czech Republic
- 100% equity interest in a medical device packaging manufacturing site in
Shanghai, China.
-acquisition of a New Zealand-based leading manufacturer of state-of-the-art, automated protein
packaging machines.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0727272727272727,0.0,0.1443490087985992,0.0,0.0,0.0,False,domain-relevant,AMCOR_2023_10K,True
What industry does AMCOR primarily operate in?,"AMCOR primarily operates in the packaging industry, providing flexible and rigid packaging, specialty cartons, closures, and services to protect products, differentiate brands, and improve supply chains [AMCOR_2023Q4_EARNINGS_c18].",Amcor is a global leader in packaging production for various use cases.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1904761904761904,0.0,0.8306064605712891,1.0,0.2,0.3333333333333333,False,domain-relevant,AMCOR_2023_10K,True
"Does AMCOR have an improving gross margin profile as of FY2023? If gross margin is not a useful metric for a company like this, then state that and explain why.","Not enough information in the provided context. The excerpts for AMCOR cover fiscal years 2019, 2020, and 2021, but do not contain data or statements regarding FY2023 gross margins or any future projections beyond that period.",No. For AMCOR there has been a slight decline in gross margins by 0.8%.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568627450980392,0.0,0.7250128388404846,0.0,0.6,0.0,False,domain-relevant,AMCOR_2023_10K,True
What is the nature & purpose of AMCOR's restructuring liability as oF Q2 of FY2023 close?,Not enough information in the provided context.,87% of the total restructuring liability is related Employee liabilities.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.0,0.1943832039833068,0.0,0.2,0.0,False,novel-generated,AMCOR_2023Q2_10Q,True
What Was AMCOR's Adjusted Non GAAP EBITDA for FY 2023,Not enough information in the provided context.,"AMCOR's Adj. EBITDA was $2,018mn in FY 2023",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.0,0.1660251170396804,0.0,0.0,0.0,False,novel-generated,AMCOR_2023Q4_EARNINGS,True
"How much was the Real change in Sales for AMCOR in FY 2023 vs FY 2022, if we exclude the impact of FX movement, passthrough costs and one-off items?",Not enough information in the provided context.,The Real Growth was flat in FY 2023 vs FY 2022.,5,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,1.0,0.1111111111111111,0.0,0.1041249185800552,0.0,0.0,0.0,False,novel-generated,AMCOR_2023Q4_EARNINGS,True
"Does AMD have a reasonably healthy liquidity profile based on its quick ratio for FY22? If the quick ratio is not relevant to measure liquidity, please state that and explain why.","Not enough information in the provided context. The excerpts for AMD (AMD_2022_10K_c8 and AMD_2022_10K_c150) do not contain a quick ratio figure, nor do they provide the specific balance sheet line items (current assets minus inventory divided by current liabilities) required to calculate it. Additionally, the excerpt for PFIZER_2018_10K_c1155 mentions ""Working capital"" but does not explicitly state or define a ""quick ratio,"" making it impossible to confirm if AMD uses this metric or what its value is based solely on the provided text.","Yes. The quick ratio is 1.57, calculated as (cash and cash equivalents+Short term investments+Accounts receivable, net+receivables from related parties)/ (current liabilities).",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862068965517241,0.0,0.588575005531311,0.0,0.2,0.0,False,domain-relevant,AMD_2022_10K,True
What are the major products and services that AMD sells as of FY22?,"As of FY22, AMD's products include x86 microprocessors (CPUs), graphics processing units (GPUs) as standalone devices or incorporated into accelerated processing units (APUs), chipsets, data center and professional GPUs, embedded processors, semi-custom System-on-Chip (SoC) products, microprocessor and SoC development services and technology, data processing units (DPUs), Field Programmable Gate Arrays (FPGAs), Adaptive SoC products, discrete GPUs, and embedded CPUs, GPUs, APUs, FPGAs, and Adaptive SoC products [AMD_2022_10K_c201]. AMD also offers development services for desktop and notebook personal computers, consumer graphics market (Radeon graphics), professional graphics products (Radeon PRO graphics), and data center graphics (Radeon Instinct, Radeon PRO V-series, AMD Instinct accelerators) [AMD_2022_10K_c33].","AMD sells server microprocessors (CPUs) and graphics processing units (GPUs), data processing units (DPUs), Field Programmable Gate Arrays (FPGAs), and Adaptive System-on-Chip (SoC) products for data centers; CPUs, accelerated processing units (APUs) that integrate CPUs and GPUs, and chipsets for desktop and notebook personal computers; discrete GPUs, and semi-custom SoC products and development services; and embedded CPUs, GPUs, APUs, FPGAs, and Adaptive SoC products.",5,1.0,1.0,1.0,0.6666666666666666,1.0,0.4,1.0,0.4,1.0,0.3444444444444444,0.0,0.8588959574699402,1.0,0.8,0.888888888888889,False,domain-relevant,AMD_2022_10K,True
What drove revenue change as of the FY22 for AMD?,"Net revenue for 2022 increased by $44% compared to 2021, driven primarily by a 64% increase in Data Center segment revenue due to higher sales of EPYC™ server processors, a 21% increase in Gaming segment revenue due to higher semi-custom product sales, and a significant increase in Embedded segment revenue from the inclusion of Xilinx embedded product sales. This growth was partially offset by a 10% decrease in Client segment revenue primarily due to lower processor shipments driven by a weak PC market and significant inventory correction actions across the PC supply chain [AMD_2022_10K_c152].","In 2022, AMD reported Higher sales of their EPYC server processors, higher semi-custom product sales, and the inclusion of Xilinx embedded product sales",5,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.3333333333333333,0.3278688524590165,0.0,0.7934938669204712,1.0,0.6,0.7499999999999999,False,domain-relevant,AMD_2022_10K,True
"What drove operating margin change as of the FY22 for AMD? If operating margin is not a useful metric for a company like this, then please state that and explain why.","Not enough information in the provided context. The excerpts contain financial data for Intel, Oracle, and AES Corporation, but do not include any filings or statements regarding AMD's operating margin changes for FY22.",The decrease in AMD's operating income was primarily driven by amortization of intangible assets associated with the Xilinx acquisition,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1481481481481481,0.0,0.5055173635482788,0.0,0.4,0.0,False,domain-relevant,AMD_2022_10K,True
"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for AMD in FY22?","For AMD in FY22, the most cash flow was brought in by operating activities ($6.8 billion), while investing activities resulted in the least cash flow (a loss of $1.3 billion).

[AMD_2022_10K_c200]","In 2022, AMD brought in the most cashflow from Operations",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2173913043478261,0.0,0.7758840918540955,1.0,0.8,0.888888888888889,False,domain-relevant,AMD_2022_10K,True
"From FY21 to FY22, excluding Embedded, in which AMD reporting segment did sales proportionally increase the most?",All Other,Data Center,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1352998316287994,0.0,0.2,0.0,False,novel-generated,AMD_2022_10K,True
Did AMD report customer concentration in FY22?,"Yes, AMD reported that a small number of customers will continue to account for a substantial part of its revenue in the future. [AMD_2022_10K_c8]","Yes, one customer accounted for 16% of consolidated net revenue",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243243243243243,0.0,0.5211154222488403,1.0,0.0,0.0,False,novel-generated,AMD_2022_10K,True
Which debt securities are registered to trade on a national securities exchange under American Express' name as of 2022?,Common Shares (par value $0.20 per Share) are registered to trade on the New York Stock Exchange under American Express' name as of 2022 [AMERICANEXPRESS_2022_10K_c0].,There are none,5,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,1.0,0.0625,0.0,0.0012574791908264,1.0,0.4,0.5714285714285715,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
What are the geographies that American Express primarily operates in as of 2022?,"As of 2022, American Express primarily operates in the United States, outside the United States (including the United Kingdom, Japan, the European Union, Australia, Canada, and Mexico), Argentina, France, Italy, Sweden, Netherlands, Switzerland, China, Taiwan, Hong Kong, India, Malaysia, Spain, Brazil, Indonesia, and Mexico. [AMERICANEXPRESS_2022_10K_c465]","United States, EMEA, APAC, and LACC",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.3974120616912842,1.0,0.6,0.7499999999999999,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
"Does AMEX have an improving operating margin profile as of 2022? If operating margin is not a useful metric for a company like this, then state that and explain why.",Not enough information in the provided context.,Performance is not measured through operating margin,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.220779538154602,0.0,0.0,0.0,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
"What drove gross margin change as of the FY2022 for American Express? If gross margin is not a useful metric for a company like this, then please state that and explain why.","Not enough information in the provided context. The excerpts discuss gross margin drivers for Apple Inc. and Costco, but do not contain any financial data or analysis regarding American Express.",Performance is not measured through gross margin,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1621621621621621,0.0,0.512505054473877,0.0,0.4,0.0,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
How much has the effective tax rate of American Express changed between FY2021 and FY2022?,"The effective tax rate of American Express decreased from 24.6% in FY2021 to 21.6% in FY2022, a reduction of 3.0 percentage points [AMERICANEXPRESS_2022_10K_c175].",The effective tax rate for American Express has changed/dropped from 24.6% in FY 2021 to 21.6% in FY 2022.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.9021737575531006,1.0,0.6,0.7499999999999999,False,domain-relevant,AMERICANEXPRESS_2022_10K,True
What was the largest liability in American Express's Balance Sheet in 2022?,Not enough information in the provided context.,Customer deposits,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1474944204092025,0.0,0.0,0.0,False,novel-generated,AMERICANEXPRESS_2022_10K,True
Was American Express able to retain card members during 2022?,"The provided excerpts do not contain information regarding American Express's ability to retain card members during 2022. The text mentions colleague retention and a survey where 92 percent of colleagues would recommend the company as a place to work, but it does not provide data on card member retention rates or specific initiatives aimed at retaining card members [AMERICANEXPRESS_2022_10K_c21]. Not enough information in the provided context.",Yes,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032837726175785,1.0,0.4,0.5714285714285715,False,novel-generated,AMERICANEXPRESS_2022_10K,True
How much (in USD billions) did American Water Works pay out in cash dividends for FY2020? Compute or extract the answer by primarily using the details outlined in the statement of cash flows.,Not enough information in the provided context.,$0.40,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1048608422279357,0.0,0.0,0.0,False,metrics-generated,AMERICANWATERWORKS_2020_10K,True
"Basing your judgments off of the cash flow statement and the income statement, what is American Water Works's FY2021 unadjusted operating income + depreciation and amortization from the cash flow statement (unadjusted EBITDA) in USD millions?","Net income for FY2021 was $1,263 million and depreciation and amortization was $636 million.
[AMERICANWATERWORKS_2021_10K_c328]
Unadjusted EBITDA is $1,900 million ($1,263 + $636).",$1832.00,5,0.5,1.0,0.5,1.0,0.5,0.8,0.5,0.8,0.5,0.0,0.0,0.355877935886383,1.0,0.4,0.5714285714285715,False,metrics-generated,AMERICANWATERWORKS_2021_10K,True
"Does American Water Works have positive working capital based on FY2022 data? If working capital is not a useful or relevant metric for this company, then please state that and explain why.",Not enough information in the provided context.,"No, American Water Works had negative working capital of -$1561M in FY 2022.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1143573150038719,0.0,0.0,0.0,False,domain-relevant,AMERICANWATERWORKS_2022_10K,True
"In agreement with the information outlined in the income statement, what is the FY2015 - FY2017 3 year average net profit margin (as a %) for Best Buy? Answer in units of percents and round to one decimal place.","To calculate the 3-year average net profit margin for FY2015, FY2016, and FY2017:

**FY2017:**
*   Net Earnings (from continuing operations): $999 million [BESTBUY_2018_10K_c77]
*   Revenue: $42,151 million [BESTBUY_2018_10K_c77]
*   Margin: ($999 / $42,151) * 100 = 2.37%

**FY2016:**
*   Net Earnings (from continuing operations): $1,207 million [BESTBUY_2018_10K_c77]
*   Revenue: $39,403 million [BESTBUY_2018_10K_c77]
*   Margin: ($1,207 / $39,403) * 100 = 3.06%

**FY2015:**
*   Net Earnings (from continuing operations): $807 million",2.8%,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.228980079293251,1.0,1.0,1.0,False,metrics-generated,BESTBUY_2017_10K,True
What is the year end FY2019 total amount of inventories for Best Buy? Answer in USD millions. Base your judgments on the information provided primarily in the balance sheet.,Not enough information in the provided context.,$5409.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1175653636455535,0.0,0.0,0.0,False,metrics-generated,BESTBUY_2019_10K,True
"Are Best Buy's gross margins historically consistent (not fluctuating more than roughly 2% each year)? If gross margins are not a relevant metric for a company like this, then please state that and explain why.",Not enough information in the provided context.,"Yes, the margins have been consistent, there has been a minor decline of 1.1% in gross margins between FY2022 and FY2023.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689655172413793,0.0,0.0958820208907127,0.0,0.0,0.0,False,domain-relevant,BESTBUY_2023_10K,True
"What are major acquisitions that Best Buy has done in FY2023, FY2022 and FY2021?",Not enough information in the provided context.,"Best Buy closed two acquisitions, both these companies were already partially owned by Best Buy, but Best Buy acquired all outstanding shares of these two companies during FY 2022: (1) Current Health Ltd and (2) Two Peaks, LLC d/b/a Yardbird Furniture",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024017021059989,0.0,0.0,0.0,False,domain-relevant,BESTBUY_2023_10K,True
"Among operations, investing, and financing activities, which brought in the most (or lost the least) cash flow for Best Buy in FY2023?",Not enough information in the provided context.,Best Buy generated the most cash flow from operating activities in FY 2023 ($1.8 bn),5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.0,0.074326679110527,0.0,0.0,0.0,False,domain-relevant,BESTBUY_2023_10K,True
Was there any drop in Cash & Cash equivalents between FY 2023 and Q2 of FY2024?,Not enough information in the provided context.,"Yes, there was a decline of ~42% between FY2023 and Q2 of FY 2024.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1369590014219284,0.0,0.0,0.0,False,novel-generated,BESTBUY_2024Q2_10Q,True
Was there any change in the number of Best Buy stores between Q2 of FY2024 and FY2023?,"Yes, the number of Best Buy stores increased from 930 at the end of Q2 FY2023 to 907 at the end of Q2 FY2024. [BESTBUY_2024Q2_10Q_c52]","Yes, there is decline in number stores by 1.32% from 982 stores in Q2 FY 2023 to 969 by the end of Q2 FY2024.",5,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.2,0.25,0.4150943396226415,0.0,0.7162703275680542,1.0,0.8,0.888888888888889,False,novel-generated,BESTBUY_2024Q2_10Q,True
Which Best Buy product category performed the best (by top line) in the domestic (USA) Market during Q2 of FY2024?,Not enough information in the provided context.,"The entertainment segment experienced the highest growth of 9% during Q2 FY2024, primarily from gaming division.",5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.0,0.0923375263810157,0.0,0.0,0.0,False,novel-generated,BESTBUY_2024Q2_10Q,True
"Considering the data in the balance sheet, what is Block's (formerly known as Square) FY2016 working capital ratio? Define working capital ratio as total current assets divided by total current liabilities. Round your answer to two decimal places.",Not enough information in the provided context.,1.73,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112797543406486,0.0,0.2,0.0,False,metrics-generated,BLOCK_2016_10K,True
What is the FY2019 - FY2020 total revenue growth rate for Block (formerly known as Square)? Answer in units of percents and round to one decimal place. Approach the question asked by assuming the standpoint of an investment banking analyst who only has access to the statement of income.,"The FY2019 total net revenue was $3,298,177 thousand and the FY2020 total net revenue was $9,497,578 thousand. The growth rate is calculated as (($9,497,578 - $3,298,177) / $3,298,177) * 100 = 187.9%. [BLOCK_2020_10K_c292]",101.5%,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2287284731864929,1.0,0.0,0.0,False,metrics-generated,BLOCK_2020_10K,True
"Using the cash flow statement, answer the following question to the best of your abilities: how much did Block (formerly known as Square) generate in cash flow from operating activities in FY2020? Answer in USD millions.",Not enough information in the provided context.,$382.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0818986594676971,0.0,0.0,0.0,False,metrics-generated,BLOCK_2020_10K,True
"We need to calculate a financial metric by using information only provided within the balance sheet. Please answer the following question: what is Boeing's year end FY2018 net property, plant, and equipment (in USD millions)?","Boeing's year-end FY2018 net property, plant, and equipment was $12,502 million.
[BOEING_2020_10K_c191]",$12645.00,5,1.0,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,1.0,0.0,0.0,0.3443362414836883,1.0,0.0,0.0,False,metrics-generated,BOEING_2018_10K,True
Are there any product categories / service categories that represent more than 20% of Boeing's revenue for FY2022?,"Yes. In FY2022, the Commercial Airplanes segment represented approximately 38.8% of total revenues ($25,867 million out of $66,608 million), and the Defense, Space & Security segment represented approximately 34.8% ($23,162 million out of $66,608 million). Both categories exceed 20%. [BOEING_2022_10K_c169]","Yes. Boeing has product and service categories that represent more than 20% of Boeing's revenue for FY2022. These categories are Commercial Airplanes which comprises 39% of total revenue, Defence which comprises 35% of total revenue and Services which comprises 26% of total revenue.",5,1.0,1.0,1.0,0.6666666666666666,1.0,0.6,1.0,0.6,1.0,0.217391304347826,0.0,0.846009373664856,1.0,0.2,0.3333333333333333,False,domain-relevant,BOEING_2022_10K,True
Has Boeing reported any materially important ongoing legal battles from FY2022?,"No, the provided excerpts do not contain information regarding legal battles from FY2022. The documents reference lawsuits and investigations related to accidents in 2018-2019 and a Deferred Prosecution Agreement entered into on January 6, 2021, but do not report any new or ongoing material legal battles for the fiscal year ending December 31, 2022.",Yes. Multiple lawsuits have been filed against Boeing resulting from a 2018 Lion Air crash and a 2019 Ethiopian Airlines crash.,5,0.0,0.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.2,0.5,0.1052631578947368,0.0,0.4609355330467224,0.0,0.6,0.0,False,domain-relevant,BOEING_2022_10K,True
